MTU;Biomass;Fossil Brown coal/Lignite;Fossil Coal-derived gas;Fossil Gas;Fossil Hard coal;Fossil Oil;Fossil Oil shale;Fossil Peat;Geothermal;Hydro Pumped Storage;Hydro Pumped Storage.1;Hydro Run-of-river and poundage;Hydro Water Reservoir;Marine;Nuclear;Other;Other renewable;Solar;Waste;Wind Offshore;Wind Onshore;start;end;start_datetime;start_unix_timestamp;end_datetime;end_unix_timestamp
05:30 - 05:45;4371.0;5571.0;;5305.0;2526.0;371.0;;;20.0;1047.0;1046.0;1889.0;89.0;;;141.0;58.0;0.0;495.0;4398.0;18562.0;05:30;05:45;2024-04-10 05:30:00+02:00;1712719800.0;2024-04-10 05:45:00+02:00;1712720700.0
05:45 - 06:00;4382.0;5642.0;;5560.0;2647.0;371.0;;;20.0;1788.0;216.0;1888.0;97.0;;;141.0;58.0;0.0;496.0;4367.0;18286.0;05:45;06:00;2024-04-10 05:45:00+02:00;1712720700.0;2024-04-10 06:00:00+02:00;1712721600.0
06:00 - 06:15;4404.0;5765.0;;6062.0;2813.0;371.0;;;20.0;1144.0;921.0;1884.0;89.0;;;147.0;58.0;0.0;506.0;5089.0;18614.0;06:00;06:15;2024-04-10 06:00:00+02:00;1712721600.0;2024-04-10 06:15:00+02:00;1712722500.0
06:15 - 06:30;4421.0;5832.0;;6230.0;2899.0;371.0;;;20.0;1728.0;465.0;1881.0;92.0;;;149.0;58.0;3.0;508.0;5297.0;18047.0;06:15;06:30;2024-04-10 06:15:00+02:00;1712722500.0;2024-04-10 06:30:00+02:00;1712723400.0
06:30 - 06:45;4433.0;5879.0;;6581.0;2933.0;371.0;;;20.0;2831.0;139.0;1875.0;105.0;;;149.0;58.0;40.0;504.0;5096.0;17767.0;06:30;06:45;2024-04-10 06:30:00+02:00;1712723400.0;2024-04-10 06:45:00+02:00;1712724300.0
06:45 - 07:00;4440.0;5923.0;;6790.0;2989.0;371.0;;;20.0;3818.0;19.0;1871.0;121.0;;;149.0;58.0;173.0;502.0;4769.0;17484.0;06:45;07:00;2024-04-10 06:45:00+02:00;1712724300.0;2024-04-10 07:00:00+02:00;1712725200.0
07:00 - 07:15;4455.0;5965.0;;6839.0;3051.0;371.0;;;20.0;5066.0;142.0;1868.0;88.0;;;150.0;58.0;610.0;500.0;4775.0;16912.0;07:00;07:15;2024-04-10 07:00:00+02:00;1712725200.0;2024-04-10 07:15:00+02:00;1712726100.0
07:15 - 07:30;4468.0;6002.0;;6877.0;3260.0;371.0;;;20.0;5858.0;119.0;1869.0;92.0;;;151.0;58.0;1273.0;501.0;4697.0;16118.0;07:15;07:30;2024-04-10 07:15:00+02:00;1712726100.0;2024-04-10 07:30:00+02:00;1712727000.0
07:30 - 07:45;4479.0;6007.0;;6971.0;3416.0;371.0;;;20.0;6123.0;15.0;1870.0;211.0;;;151.0;58.0;2107.0;499.0;4607.0;15389.0;07:30;07:45;2024-04-10 07:30:00+02:00;1712727000.0;2024-04-10 07:45:00+02:00;1712727900.0
07:45 - 08:00;4484.0;6033.0;;6954.0;3437.0;371.0;;;20.0;6277.0;11.0;1865.0;199.0;;;151.0;58.0;3111.0;497.0;4514.0;14894.0;07:45;08:00;2024-04-10 07:45:00+02:00;1712727900.0;2024-04-10 08:00:00+02:00;1712728800.0
08:00 - 08:15;4492.0;6053.0;;6752.0;3544.0;371.0;;;20.0;6515.0;11.0;1868.0;109.0;;;151.0;58.0;4254.0;491.0;3544.0;14592.0;08:00;08:15;2024-04-10 08:00:00+02:00;1712728800.0;2024-04-10 08:15:00+02:00;1712729700.0
08:15 - 08:30;4485.0;7156.0;;6431.0;3562.0;371.0;;;20.0;6437.0;11.0;1876.0;101.0;;;151.0;58.0;5512.0;493.0;3723.0;14355.0;08:15;08:30;2024-04-10 08:15:00+02:00;1712729700.0;2024-04-10 08:30:00+02:00;1712730600.0
08:30 - 08:45;4479.0;7144.0;;6342.0;3632.0;371.0;;;20.0;6099.0;11.0;1892.0;98.0;;;151.0;58.0;6936.0;495.0;3534.0;14277.0;08:30;08:45;2024-04-10 08:30:00+02:00;1712730600.0;2024-04-10 08:45:00+02:00;1712731500.0
08:45 - 09:00;4472.0;7097.0;;6280.0;3707.0;371.0;;;20.0;4457.0;194.0;1895.0;90.0;;;151.0;58.0;8405.0;491.0;3175.0;14068.0;08:45;09:00;2024-04-10 08:45:00+02:00;1712731500.0;2024-04-10 09:00:00+02:00;1712732400.0
09:00 - 09:15;4468.0;7115.0;;6052.0;3725.0;371.0;;;20.0;5229.0;23.0;1886.0;142.0;;;151.0;58.0;10078.0;493.0;2968.0;13818.0;09:00;09:15;2024-04-10 09:00:00+02:00;1712732400.0;2024-04-10 09:15:00+02:00;1712733300.0
09:15 - 09:30;4462.0;7069.0;;5718.0;3532.0;371.0;;;20.0;3850.0;93.0;1888.0;92.0;;;151.0;58.0;11686.0;494.0;2833.0;13872.0;09:15;09:30;2024-04-10 09:15:00+02:00;1712733300.0;2024-04-10 09:30:00+02:00;1712734200.0
09:30 - 09:45;4425.0;7070.0;;5147.0;3467.0;371.0;;;20.0;2103.0;341.0;1887.0;45.0;;;151.0;62.0;13143.0;495.0;2629.0;13987.0;09:30;09:45;2024-04-10 09:30:00+02:00;1712734200.0;2024-04-10 09:45:00+02:00;1712735100.0
09:45 - 10:00;4412.0;7058.0;;4962.0;3495.0;371.0;;;20.0;1207.0;826.0;1885.0;35.0;;;151.0;62.0;14692.0;495.0;2351.0;14137.0;09:45;10:00;2024-04-10 09:45:00+02:00;1712735100.0;2024-04-10 10:00:00+02:00;1712736000.0
10:00 - 10:15;4397.0;6896.0;;4655.0;3337.0;371.0;;;20.0;1101.0;791.0;1885.0;46.0;;;151.0;62.0;16306.0;492.0;2325.0;14084.0;10:00;10:15;2024-04-10 10:00:00+02:00;1712736000.0;2024-04-10 10:15:00+02:00;1712736900.0
10:15 - 10:30;4315.0;6536.0;;4409.0;3073.0;371.0;;;20.0;356.0;1087.0;1888.0;44.0;;;151.0;63.0;17731.0;487.0;2218.0;13939.0;10:15;10:30;2024-04-10 10:15:00+02:00;1712736900.0;2024-04-10 10:30:00+02:00;1712737800.0
10:30 - 10:45;4289.0;6208.0;;4215.0;2982.0;371.0;;;20.0;226.0;1087.0;1904.0;41.0;;;151.0;63.0;19237.0;485.0;2149.0;13558.0;10:30;10:45;2024-04-10 10:30:00+02:00;1712737800.0;2024-04-10 10:45:00+02:00;1712738700.0
10:45 - 11:00;4278.0;6000.0;;3944.0;2925.0;371.0;;;20.0;217.0;2078.0;1911.0;47.0;;;150.0;63.0;20631.0;489.0;2099.0;13136.0;10:45;11:00;2024-04-10 10:45:00+02:00;1712738700.0;2024-04-10 11:00:00+02:00;1712739600.0
11:00 - 11:15;4272.0;5139.0;;3495.0;2754.0;371.0;;;20.0;262.0;4114.0;1900.0;119.0;;;147.0;63.0;21737.0;483.0;2438.0;13195.0;11:00;11:15;2024-04-10 11:00:00+02:00;1712739600.0;2024-04-10 11:15:00+02:00;1712740500.0
11:15 - 11:30;4222.0;5418.0;;3506.0;2732.0;371.0;;;20.0;173.0;5462.0;1905.0;47.0;;;147.0;63.0;22854.0;484.0;2441.0;13083.0;11:15;11:30;2024-04-10 11:15:00+02:00;1712740500.0;2024-04-10 11:30:00+02:00;1712741400.0
11:30 - 11:45;4214.0;5015.0;;3473.0;2795.0;371.0;;;20.0;66.0;5613.0;1915.0;44.0;;;147.0;63.0;23786.0;491.0;2421.0;12655.0;11:30;11:45;2024-04-10 11:30:00+02:00;1712741400.0;2024-04-10 11:45:00+02:00;1712742300.0
11:45 - 12:00;4209.0;4653.0;;3447.0;2720.0;371.0;;;20.0;41.0;5929.0;1917.0;44.0;;;147.0;63.0;24711.0;483.0;2384.0;12642.0;11:45;12:00;2024-04-10 11:45:00+02:00;1712742300.0;2024-04-10 12:00:00+02:00;1712743200.0
12:00 - 12:15;4193.0;4462.0;;3123.0;2552.0;371.0;;;20.0;92.0;5929.0;1919.0;57.0;;;146.0;63.0;25539.0;485.0;2866.0;12713.0;12:00;12:15;2024-04-10 12:00:00+02:00;1712743200.0;2024-04-10 12:15:00+02:00;1712744100.0
12:15 - 12:30;4182.0;4384.0;;2989.0;2562.0;371.0;;;20.0;32.0;6410.0;1922.0;39.0;;;145.0;63.0;25933.0;479.0;2828.0;12232.0;12:15;12:30;2024-04-10 12:15:00+02:00;1712744100.0;2024-04-10 12:30:00+02:00;1712745000.0
12:30 - 12:45;4180.0;4365.0;;3019.0;2556.0;371.0;;;20.0;40.0;6481.0;1924.0;42.0;;;145.0;63.0;26296.0;487.0;2817.0;11923.0;12:30;12:45;2024-04-10 12:30:00+02:00;1712745000.0;2024-04-10 12:45:00+02:00;1712745900.0
12:45 - 13:00;4177.0;4356.0;;3033.0;2536.0;371.0;;;20.0;19.0;6831.0;1933.0;38.0;;;145.0;59.0;26575.0;483.0;2949.0;11693.0;12:45;13:00;2024-04-10 12:45:00+02:00;1712745900.0;2024-04-10 13:00:00+02:00;1712746800.0
13:00 - 13:15;4163.0;4392.0;;2855.0;2439.0;371.0;;;20.0;39.0;6528.0;1937.0;59.0;;;145.0;59.0;26412.0;480.0;2955.0;11708.0;13:00;13:15;2024-04-10 13:00:00+02:00;1712746800.0;2024-04-10 13:15:00+02:00;1712747700.0
13:15 - 13:30;4158.0;4395.0;;2840.0;2348.0;371.0;;;20.0;22.0;6873.0;1936.0;43.0;;;145.0;59.0;26573.0;472.0;3113.0;11638.0;13:15;13:30;2024-04-10 13:15:00+02:00;1712747700.0;2024-04-10 13:30:00+02:00;1712748600.0
13:30 - 13:45;4166.0;4385.0;;2859.0;2310.0;371.0;;;20.0;22.0;6708.0;1938.0;45.0;;;145.0;59.0;26535.0;472.0;3210.0;10887.0;13:30;13:45;2024-04-10 13:30:00+02:00;1712748600.0;2024-04-10 13:45:00+02:00;1712749500.0
13:45 - 14:00;4170.0;4285.0;;2900.0;2352.0;371.0;;;20.0;34.0;6767.0;1949.0;57.0;;;145.0;59.0;26257.0;476.0;3266.0;9889.0;13:45;14:00;2024-04-10 13:45:00+02:00;1712749500.0;2024-04-10 14:00:00+02:00;1712750400.0
14:00 - 14:15;4169.0;4049.0;;3110.0;2453.0;371.0;;;20.0;28.0;6467.0;1951.0;51.0;;;145.0;59.0;26061.0;477.0;3615.0;10064.0;14:00;14:15;2024-04-10 14:00:00+02:00;1712750400.0;2024-04-10 14:15:00+02:00;1712751300.0
14:15 - 14:30;4173.0;3955.0;;3065.0;2415.0;371.0;;;20.0;35.0;6391.0;1946.0;56.0;;;145.0;59.0;25837.0;479.0;3810.0;10154.0;14:15;14:30;2024-04-10 14:15:00+02:00;1712751300.0;2024-04-10 14:30:00+02:00;1712752200.0
14:30 - 14:45;4180.0;3975.0;;3095.0;2404.0;371.0;;;20.0;36.0;6252.0;1972.0;58.0;;;145.0;59.0;25471.0;470.0;3830.0;9917.0;14:30;14:45;2024-04-10 14:30:00+02:00;1712752200.0;2024-04-10 14:45:00+02:00;1712753100.0
14:45 - 15:00;4180.0;3997.0;;3060.0;2396.0;371.0;;;20.0;36.0;6321.0;1937.0;58.0;;;145.0;59.0;25234.0;485.0;3979.0;9797.0;14:45;15:00;2024-04-10 14:45:00+02:00;1712753100.0;2024-04-10 15:00:00+02:00;1712754000.0
15:00 - 15:15;4187.0;4075.0;;2950.0;2471.0;371.0;;;20.0;46.0;6082.0;1930.0;65.0;;;145.0;59.0;24353.0;498.0;3486.0;9600.0;15:00;15:15;2024-04-10 15:00:00+02:00;1712754000.0;2024-04-10 15:15:00+02:00;1712754900.0
15:15 - 15:30;4213.0;4148.0;;2919.0;2428.0;371.0;;;20.0;36.0;5987.0;1936.0;61.0;;;145.0;59.0;23536.0;498.0;3623.0;9659.0;15:15;15:30;2024-04-10 15:15:00+02:00;1712754900.0;2024-04-10 15:30:00+02:00;1712755800.0
15:30 - 15:45;4222.0;4217.0;;2875.0;2379.0;371.0;;;20.0;30.0;5523.0;1987.0;56.0;;;145.0;59.0;22540.0;500.0;4503.0;9281.0;15:30;15:45;2024-04-10 15:30:00+02:00;1712755800.0;2024-04-10 15:45:00+02:00;1712756700.0
15:45 - 16:00;4233.0;4223.0;;2921.0;2417.0;371.0;;;20.0;75.0;4798.0;1980.0;65.0;;;145.0;59.0;21549.0;509.0;4340.0;8812.0;15:45;16:00;2024-04-10 15:45:00+02:00;1712756700.0;2024-04-10 16:00:00+02:00;1712757600.0
16:00 - 16:15;4261.0;4195.0;;3108.0;2447.0;371.0;;;20.0;96.0;5180.0;1979.0;50.0;;;149.0;59.0;20163.0;510.0;4404.0;8526.0;16:00;16:15;2024-04-10 16:00:00+02:00;1712757600.0;2024-04-10 16:15:00+02:00;1712758500.0
16:15 - 16:30;4285.0;4251.0;;3178.0;2447.0;371.0;;;20.0;276.0;4606.0;1969.0;61.0;;;153.0;59.0;18912.0;504.0;4244.0;8848.0;16:15;16:30;2024-04-10 16:15:00+02:00;1712758500.0;2024-04-10 16:30:00+02:00;1712759400.0
16:30 - 16:45;4299.0;4300.0;;3317.0;2463.0;371.0;;;20.0;446.0;2655.0;1968.0;62.0;;;153.0;59.0;17526.0;506.0;4234.0;8706.0;16:30;16:45;2024-04-10 16:30:00+02:00;1712759400.0;2024-04-10 16:45:00+02:00;1712760300.0
16:45 - 17:00;4303.0;4610.0;;3631.0;2519.0;371.0;;;20.0;962.0;665.0;1960.0;77.0;;;152.0;59.0;16085.0;506.0;4207.0;8515.0;16:45;17:00;2024-04-10 16:45:00+02:00;1712760300.0;2024-04-10 17:00:00+02:00;1712761200.0
17:00 - 17:15;4323.0;4900.0;;3865.0;2592.0;371.0;;;20.0;701.0;1447.0;1961.0;55.0;;;153.0;57.0;14411.0;520.0;4635.0;8309.0;17:00;17:15;2024-04-10 17:00:00+02:00;1712761200.0;2024-04-10 17:15:00+02:00;1712762100.0
17:15 - 17:30;4351.0;5180.0;;4250.0;2762.0;371.0;;;20.0;1118.0;1111.0;1956.0;88.0;;;152.0;57.0;12844.0;518.0;4409.0;7878.0;17:15;17:30;2024-04-10 17:15:00+02:00;1712762100.0;2024-04-10 17:30:00+02:00;1712763000.0
17:30 - 17:45;4369.0;5768.0;;4604.0;3046.0;371.0;;;20.0;3215.0;448.0;1949.0;70.0;;;153.0;57.0;11475.0;515.0;4235.0;7656.0;17:30;17:45;2024-04-10 17:30:00+02:00;1712763000.0;2024-04-10 17:45:00+02:00;1712763900.0
17:45 - 18:00;4383.0;6080.0;;5091.0;3353.0;500.0;;;20.0;3850.0;414.0;1956.0;89.0;;;158.0;57.0;10095.0;511.0;4130.0;7162.0;17:45;18:00;2024-04-10 17:45:00+02:00;1712763900.0;2024-04-10 18:00:00+02:00;1712764800.0
18:00 - 18:15;4402.0;6430.0;;5964.0;3728.0;557.0;;;20.0;870.0;1460.0;1953.0;65.0;;;167.0;57.0;8515.0;498.0;4008.0;5870.0;18:00;18:15;2024-04-10 18:00:00+02:00;1712764800.0;2024-04-10 18:15:00+02:00;1712765700.0
18:15 - 18:30;4412.0;6765.0;;6067.0;3741.0;557.0;;;20.0;1872.0;987.0;1948.0;119.0;;;167.0;57.0;7109.0;513.0;3938.0;5264.0;18:15;18:30;2024-04-10 18:15:00+02:00;1712765700.0;2024-04-10 18:30:00+02:00;1712766600.0
18:30 - 18:45;4432.0;6922.0;;6303.0;3867.0;557.0;;;20.0;4207.0;151.0;1946.0;112.0;;;167.0;57.0;5730.0;517.0;3898.0;4796.0;18:30;18:45;2024-04-10 18:30:00+02:00;1712766600.0;2024-04-10 18:45:00+02:00;1712767500.0
18:45 - 19:00;4447.0;6875.0;;6443.0;4048.0;558.0;;;20.0;5555.0;155.0;1940.0;99.0;;;172.0;57.0;4359.0;514.0;4206.0;4601.0;18:45;19:00;2024-04-10 18:45:00+02:00;1712767500.0;2024-04-10 19:00:00+02:00;1712768400.0
19:00 - 19:15;4453.0;7002.0;;6353.0;4122.0;558.0;;;20.0;2638.0;984.0;1936.0;98.0;;;175.0;57.0;3039.0;495.0;4458.0;3911.0;19:00;19:15;2024-04-10 19:00:00+02:00;1712768400.0;2024-04-10 19:15:00+02:00;1712769300.0
19:15 - 19:30;4455.0;7122.0;;6375.0;4133.0;559.0;;;20.0;3257.0;343.0;1930.0;133.0;;;175.0;57.0;1955.0;503.0;4691.0;3377.0;19:15;19:30;2024-04-10 19:15:00+02:00;1712769300.0;2024-04-10 19:30:00+02:00;1712770200.0
19:30 - 19:45;4467.0;7116.0;;6500.0;4113.0;578.0;;;20.0;4861.0;115.0;1926.0;80.0;;;175.0;57.0;1067.0;523.0;4958.0;3095.0;19:30;19:45;2024-04-10 19:30:00+02:00;1712770200.0;2024-04-10 19:45:00+02:00;1712771100.0
19:45 - 20:00;4472.0;7054.0;;6734.0;4084.0;657.0;;;20.0;4712.0;30.0;1925.0;65.0;;;171.0;57.0;431.0;520.0;5015.0;3044.0;19:45;20:00;2024-04-10 19:45:00+02:00;1712771100.0;2024-04-10 20:00:00+02:00;1712772000.0
20:00 - 20:15;4479.0;7035.0;;7231.0;3917.0;681.0;;;20.0;7265.0;10.0;1923.0;72.0;;;164.0;57.0;124.0;519.0;4595.0;3151.0;20:00;20:15;2024-04-10 20:00:00+02:00;1712772000.0;2024-04-10 20:15:00+02:00;1712772900.0
20:15 - 20:30;4480.0;6967.0;;7238.0;3962.0;681.0;;;20.0;7316.0;9.0;1920.0;69.0;;;164.0;57.0;9.0;519.0;4623.0;3276.0;20:15;20:30;2024-04-10 20:15:00+02:00;1712772900.0;2024-04-10 20:30:00+02:00;1712773800.0
20:30 - 20:45;4483.0;6690.0;;7235.0;3931.0;681.0;;;20.0;7450.0;8.0;1918.0;94.0;;;164.0;57.0;0.0;516.0;4623.0;3354.0;20:30;20:45;2024-04-10 20:30:00+02:00;1712773800.0;2024-04-10 20:45:00+02:00;1712774700.0
20:45 - 21:00;4490.0;6551.0;;7217.0;3933.0;681.0;;;20.0;6702.0;7.0;1921.0;86.0;;;164.0;57.0;0.0;519.0;4527.0;3531.0;20:45;21:00;2024-04-10 20:45:00+02:00;1712774700.0;2024-04-10 21:00:00+02:00;1712775600.0
21:00 - 21:15;4496.0;6443.0;;7264.0;3867.0;681.0;;;20.0;7232.0;6.0;1924.0;96.0;;;164.0;57.0;0.0;516.0;4607.0;3759.0;21:00;21:15;2024-04-10 21:00:00+02:00;1712775600.0;2024-04-10 21:15:00+02:00;1712776500.0
21:15 - 21:30;4466.0;6411.0;;7015.0;3795.0;672.0;;;20.0;6396.0;6.0;1924.0;93.0;;;164.0;57.0;0.0;518.0;4687.0;4046.0;21:15;21:30;2024-04-10 21:15:00+02:00;1712776500.0;2024-04-10 21:30:00+02:00;1712777400.0
21:30 - 21:45;4451.0;6414.0;;6908.0;3458.0;623.0;;;20.0;4732.0;11.0;1923.0;55.0;;;164.0;57.0;0.0;516.0;4687.0;4419.0;21:30;21:45;2024-04-10 21:30:00+02:00;1712777400.0;2024-04-10 21:45:00+02:00;1712778300.0
21:45 - 22:00;4446.0;6477.0;;6794.0;3394.0;620.0;;;20.0;4436.0;184.0;1921.0;55.0;;;164.0;57.0;0.0;522.0;4793.0;4887.0;21:45;22:00;2024-04-10 21:45:00+02:00;1712778300.0;2024-04-10 22:00:00+02:00;1712779200.0
22:00 - 22:15;4433.0;6589.0;;6610.0;2988.0;457.0;;;20.0;6006.0;18.0;1919.0;114.0;;;164.0;57.0;0.0;514.0;5126.0;5400.0;22:00;22:15;2024-04-10 22:00:00+02:00;1712779200.0;2024-04-10 22:15:00+02:00;1712780100.0
22:15 - 22:30;4399.0;6570.0;;6481.0;2930.0;387.0;;;20.0;5594.0;18.0;1915.0;72.0;;;164.0;57.0;0.0;512.0;5195.0;5771.0;22:15;22:30;2024-04-10 22:15:00+02:00;1712780100.0;2024-04-10 22:30:00+02:00;1712781000.0
22:30 - 22:45;4391.0;6564.0;;6367.0;2982.0;374.0;;;20.0;4056.0;100.0;1915.0;103.0;;;164.0;57.0;0.0;505.0;5286.0;6260.0;22:30;22:45;2024-04-10 22:30:00+02:00;1712781000.0;2024-04-10 22:45:00+02:00;1712781900.0
22:45 - 23:00;4380.0;6457.0;;6205.0;2853.0;371.0;;;20.0;3572.0;145.0;1915.0;86.0;;;163.0;57.0;0.0;503.0;5421.0;6958.0;22:45;23:00;2024-04-10 22:45:00+02:00;1712781900.0;2024-04-10 23:00:00+02:00;1712782800.0
23:00 - 23:15;4363.0;6119.0;;5847.0;2670.0;371.0;;;20.0;3991.0;22.0;1904.0;78.0;;;152.0;57.0;0.0;503.0;5344.0;7956.0;23:00;23:15;2024-04-10 23:00:00+02:00;1712782800.0;2024-04-10 23:15:00+02:00;1712783700.0
23:15 - 23:30;4336.0;5838.0;;5573.0;2528.0;371.0;;;20.0;2421.0;145.0;1891.0;46.0;;;149.0;57.0;0.0;515.0;5151.0;8763.0;23:15;23:30;2024-04-10 23:15:00+02:00;1712783700.0;2024-04-10 23:30:00+02:00;1712784600.0
23:30 - 23:45;4337.0;5539.0;;5408.0;2388.0;371.0;;;20.0;1701.0;451.0;1885.0;44.0;;;149.0;57.0;0.0;514.0;4970.0;9528.0;23:30;23:45;2024-04-10 23:30:00+02:00;1712784600.0;2024-04-10 23:45:00+02:00;1712785500.0
23:45 - 00:00;4330.0;5246.0;;5504.0;2215.0;371.0;;;20.0;1211.0;341.0;1882.0;72.0;;;151.0;57.0;0.0;519.0;4990.0;10425.0;23:45;00:00;2024-04-10 23:45:00+02:00;1712785500.0;2024-04-10 00:00:00+02:00;1712700000.0
00:00 - 00:15;4317.0;4965.0;;5715.0;2252.0;376.0;;;20.0;1449.0;44.0;1883.0;159.0;;;158.0;59.0;0.0;511.0;5398.0;11190.0;00:00;00:15;2024-04-11 00:00:00+02:00;1712786400.0;2024-04-11 00:15:00+02:00;1712787300.0
00:15 - 00:30;4306.0;4785.0;;5524.0;2267.0;376.0;;;20.0;576.0;90.0;1883.0;43.0;;;158.0;59.0;0.0;507.0;5417.0;12115.0;00:15;00:30;2024-04-11 00:15:00+02:00;1712787300.0;2024-04-11 00:30:00+02:00;1712788200.0
00:30 - 00:45;4304.0;4428.0;;5322.0;2035.0;376.0;;;20.0;131.0;568.0;1885.0;44.0;;;158.0;59.0;0.0;499.0;5293.0;12854.0;00:30;00:45;2024-04-11 00:30:00+02:00;1712788200.0;2024-04-11 00:45:00+02:00;1712789100.0
00:45 - 01:00;4303.0;4136.0;;5390.0;1973.0;376.0;;;20.0;62.0;1068.0;1886.0;36.0;;;158.0;59.0;0.0;516.0;5050.0;13632.0;00:45;01:00;2024-04-11 00:45:00+02:00;1712789100.0;2024-04-11 01:00:00+02:00;1712790000.0
01:00 - 01:15;4309.0;3873.0;;4758.0;1818.0;376.0;;;20.0;473.0;506.0;1887.0;47.0;;;148.0;59.0;0.0;504.0;4661.0;14575.0;01:00;01:15;2024-04-11 01:00:00+02:00;1712790000.0;2024-04-11 01:15:00+02:00;1712790900.0
01:15 - 01:30;4305.0;3773.0;;4373.0;1766.0;376.0;;;20.0;412.0;883.0;1884.0;91.0;;;147.0;59.0;0.0;493.0;4806.0;15284.0;01:15;01:30;2024-04-11 01:15:00+02:00;1712790900.0;2024-04-11 01:30:00+02:00;1712791800.0
01:30 - 01:45;4328.0;3683.0;;4277.0;1737.0;376.0;;;20.0;174.0;1477.0;1881.0;158.0;;;147.0;59.0;0.0;484.0;4927.0;15731.0;01:30;01:45;2024-04-11 01:30:00+02:00;1712791800.0;2024-04-11 01:45:00+02:00;1712792700.0
01:45 - 02:00;4344.0;3584.0;;4213.0;1730.0;376.0;;;20.0;95.0;2381.0;1876.0;82.0;;;147.0;59.0;0.0;491.0;4821.0;16271.0;01:45;02:00;2024-04-11 01:45:00+02:00;1712792700.0;2024-04-11 02:00:00+02:00;1712793600.0
02:00 - 02:15;4349.0;3777.0;;3757.0;1799.0;376.0;;;20.0;413.0;3674.0;1872.0;153.0;;;147.0;59.0;0.0;496.0;4139.0;16801.0;02:00;02:15;2024-04-11 02:00:00+02:00;1712793600.0;2024-04-11 02:15:00+02:00;1712794500.0
02:15 - 02:30;4351.0;3931.0;;3901.0;1846.0;376.0;;;20.0;554.0;4810.0;1868.0;50.0;;;147.0;59.0;0.0;497.0;4080.0;17174.0;02:15;02:30;2024-04-11 02:15:00+02:00;1712794500.0;2024-04-11 02:30:00+02:00;1712795400.0
02:30 - 02:45;4366.0;4046.0;;3981.0;1816.0;376.0;;;20.0;360.0;5094.0;1862.0;31.0;;;147.0;59.0;0.0;493.0;4068.0;17452.0;02:30;02:45;2024-04-11 02:30:00+02:00;1712795400.0;2024-04-11 02:45:00+02:00;1712796300.0
02:45 - 03:00;4369.0;4049.0;;4068.0;1868.0;376.0;;;20.0;228.0;5052.0;1858.0;38.0;;;147.0;59.0;0.0;492.0;4038.0;17720.0;02:45;03:00;2024-04-11 02:45:00+02:00;1712796300.0;2024-04-11 03:00:00+02:00;1712797200.0
03:00 - 03:15;4370.0;4047.0;;4269.0;1895.0;376.0;;;20.0;247.0;4229.0;1853.0;40.0;;;147.0;59.0;0.0;493.0;4097.0;17977.0;03:00;03:15;2024-04-11 03:00:00+02:00;1712797200.0;2024-04-11 03:15:00+02:00;1712798100.0
03:15 - 03:30;4395.0;4066.0;;4423.0;1937.0;376.0;;;20.0;229.0;4538.0;1851.0;33.0;;;147.0;59.0;0.0;495.0;4193.0;17897.0;03:15;03:30;2024-04-11 03:15:00+02:00;1712798100.0;2024-04-11 03:30:00+02:00;1712799000.0
03:30 - 03:45;4413.0;4057.0;;4478.0;1974.0;376.0;;;20.0;220.0;4520.0;1845.0;39.0;;;147.0;59.0;0.0;495.0;4281.0;17735.0;03:30;03:45;2024-04-11 03:30:00+02:00;1712799000.0;2024-04-11 03:45:00+02:00;1712799900.0
03:45 - 04:00;4423.0;4084.0;;4502.0;1982.0;376.0;;;20.0;168.0;4502.0;1839.0;32.0;;;148.0;59.0;0.0;494.0;4426.0;17397.0;03:45;04:00;2024-04-11 03:45:00+02:00;1712799900.0;2024-04-11 04:00:00+02:00;1712800800.0
04:00 - 04:15;4424.0;4049.0;;4715.0;2072.0;376.0;;;20.0;224.0;4084.0;1834.0;39.0;;;154.0;59.0;0.0;492.0;4304.0;17065.0;04:00;04:15;2024-04-11 04:00:00+02:00;1712800800.0;2024-04-11 04:15:00+02:00;1712801700.0
04:15 - 04:30;4439.0;4054.0;;4737.0;2158.0;376.0;;;20.0;141.0;3648.0;1831.0;83.0;;;154.0;59.0;0.0;491.0;4391.0;17035.0;04:15;04:30;2024-04-11 04:15:00+02:00;1712801700.0;2024-04-11 04:30:00+02:00;1712802600.0
04:30 - 04:45;4448.0;4095.0;;4922.0;2199.0;376.0;;;20.0;117.0;3498.0;1828.0;65.0;;;155.0;59.0;0.0;488.0;4427.0;17388.0;04:30;04:45;2024-04-11 04:30:00+02:00;1712802600.0;2024-04-11 04:45:00+02:00;1712803500.0
04:45 - 05:00;4451.0;4211.0;;5040.0;2287.0;376.0;;;20.0;128.0;3434.0;1826.0;74.0;;;159.0;59.0;0.0;462.0;4466.0;17754.0;04:45;05:00;2024-04-11 04:45:00+02:00;1712803500.0;2024-04-11 05:00:00+02:00;1712804400.0
05:00 - 05:15;4478.0;4722.0;;5166.0;2339.0;376.0;;;20.0;229.0;1369.0;1826.0;47.0;;;166.0;59.0;0.0;470.0;4055.0;18017.0;05:00;05:15;2024-04-11 05:00:00+02:00;1712804400.0;2024-04-11 05:15:00+02:00;1712805300.0
05:15 - 05:30;4496.0;4905.0;;5220.0;2394.0;376.0;;;20.0;192.0;1389.0;1826.0;55.0;;;166.0;59.0;0.0;474.0;4055.0;18411.0;05:15;05:30;2024-04-11 05:15:00+02:00;1712805300.0;2024-04-11 05:30:00+02:00;1712806200.0
